Url,Manual Tags,Abstract Note,Date,Date Added,Date Modified,Access Date,Key,Item Type,Publication Year,Author,Title
https://www.theatlantic.com/business/archive/2011/10/thinking-vs-feeling-the-psychology-of-advertising/247466/,marketing; advertising; human connection; design,Do ads with facts work better than ads that appeal through emotion and aspiration?,2011-10-27,2022-06-29 17:31:12,2022-06-29 17:31:12,2022-06-29 17:31:12,K724D4SG,webpage,2011,"Thompson, Derek",Thinking vs. Feeling: The Psychology of Advertising
https://medium.com/@thorbjorn.sigberg/lean-vs-agile-vs-lean-agile-c5d38a5406c6,paired programming,"How are they different, and how do they complement each other?",2019-09-11,2022-06-29 18:53:08,2022-06-29 18:53:08,2022-06-29 18:53:08,VU5YHQSQ,blogPost,2019,"Sigberg, Thorbjørn",Lean vs Agile vs Lean-Agile
https://betterprogramming.pub/paired-programming-a-journey-in-growth-730617ff57ec,paired programming,Pair programming: a journey in growth,2022-05-03,2022-06-29 18:53:02,2022-06-29 18:53:02,2022-06-29 18:53:02,G6LSC9K3,webpage,2022,"Wills, Jeffrey R.",7 Pieces Of Paired Programming Advice I Received From a Senior Developer
https://melissaperri.com/blog/2019/10/31/prioritization,product management ,"A while ago, I was interviewing a VP of Product candidate for a client. They were on the case study portion of the interview, where they had to prioritize major initiatives for the company. We explained that the objective wasn’t to get the prioritization completely right, and it was more for us to u",,2022-06-29 17:31:20,2022-06-29 17:31:20,2022-06-29 17:31:20,DI62DAJK,webpage,,,Prioritization Shouldn't Be Hard
https://newsletter.bringthedonuts.com/p/the-art-of-product-management,product management ,Why and How to Develop the Essential Human Skills,,2022-06-29 17:31:16,2022-06-29 17:31:16,2022-06-29 17:31:16,B7JPZX2H,webpage,,"Norton, Ken",The Art of Product Management
https://hbr.org/2016/05/embracing-agile,product management; agile principles,"Over the past 25 to 30 years, agile innovation methods have greatly increased success rates in software development, improved quality and speed to market, and boosted the motivation and productivity of IT teams. Now those methods are spreading across a broad range of industries and functions and even reaching into the C-suite. But many executives don’t understand how to promote and benefit from agile; often they manage in ways that run counter to its principles and practices, undermining the effectiveness of agile teams in their organizations. From their work studying and advising companies that have successfully employed agile methods, the authors have discerned six crucial practices for capitalizing on agile’s potential: (1) Learn how agile really works; (2) understand when it is appropriate; (3) start small and let passionate evangelists spread the word; (4) allow teams that have mastered the process to customize their practices; (5) practice agile at the top; and (6) destroy corporate barriers to agile behaviors. They expand on each, providing executives with a practical guide for accelerating innovation and profitable growth.",2016-05-01,2022-06-29 17:34:30,2022-06-29 17:34:30,2022-06-29 17:34:30,4FMVLHAC,magazineArticle,2016,"Rigby, Darrell; Sutherland, Jeff; Takeuchi, Hirotaka",Embracing Agile
https://www.forbes.com/sites/cognitiveworld/2020/01/30/want-to-be-ai-first-you-need-to-be-data-first/,product management; agile principles,Those that implement AI and Machine Learning project learn quickly that machine learning projects are not like typical application development projects. The code is the least significant part.,,2022-06-29 17:34:17,2022-06-29 17:34:17,2022-06-29 17:34:17,SE2G3WRZ,webpage,,"Schmelzer, Ron",Want To Be AI-First? You Need To Be Data-First.
https://www.youtube.com/watch?v=-71zdXCMU6A,product management; agile principles,"“You’re so talented!”, “You are gifted – a natural!”, “You’re doing so well in school, you must be really smart!” – children receive these messages (or their negative counterparts), along with many other messages on a daily basis from their peers, parents and teachers. Are these just words or do they mean more? How are children affected by the words we use to praise, coach and criticize them? Meet Stanford University’s Professor Dr. Carol S. Dweck to learn more about her fascinating research into “self-conceptions (or mindsets) people use to structure the self and guide their behavior”, and how you can apply a Growth Mindset at home, at school and in your career.",2015-07-16,2022-06-29 17:31:24,2022-06-29 17:31:24,2022-06-29 17:31:24,NAKC5SBJ,videoRecording,2015,Talks at Google,The Growth Mindset | Carol Dweck | Talks at Google
https://www.youtube.com/watch?v=MesYt7PhLFQ,product management; agile principles,"Good product development practices are supposed to be built upon alignment and shared understanding, Jeff Gothelf, Author of Sense & Respond tells us at #mtpcon Singapore. When you have one team learning Agile, another learning Lean, and yet another learning Design Thinking, how are you supposed to get to alignment? Everyone speaks a different language, works at a different pace, aims for different goals, and leadership is in the middle trying to understand how best to help. For more incredible product talks from #mtpcon, ProductTank, and #mtpcon Digital, check out our website and blog https://www.mindtheproduct.com/",2019-09-24,2022-06-29 17:31:30,2022-06-29 17:31:30,2022-06-29 17:31:30,CDC7XZDV,videoRecording,2019,Mind the Product,"Lean, Agile, & Design Thinking by Jeff Gothelf at Mind the Product Singapore 2019"
https://medium.com/@thorbjorn.sigberg/lean-vs-agile-vs-lean-agile-c5d38a5406c6,product management; agile principles,,,,,,,,,,
https://productschool.com/blog/product-management-2/prioritize-googles-product-manager/,product management; backlog management,How to prioritize tasks and fit them to key results? How do you balance the prioritization of features? Learn with Google's Product Manager.,2017-09-15,2022-06-29 17:35:43,2022-06-29 17:35:43,2022-06-29 17:35:43,M8SMBHVR,blogPost,2017,,How to Prioritize with Google's Product Manager
https://drive.google.com/file/d/1mdEd3TQjP_M5Ct2HiwuxTDxTFWrSl2OJ/view?usp=sharing&usp=embed_facebook,product management; customers ,,,2022-06-29 17:38:38,2022-06-29 17:38:38,2022-06-29 17:38:38,X3R5CFU6,webpage,,,changing-mindsets-the-missing-ingredient-to-digital-transformation.pdf
https://learning.oreilly.com/library/view/inspired-2nd-edition/9781119387503/c34a.xhtml,product management; customers ,"Discovery Framing Techniques Overview Much of our product discovery work doesn't require a lot of framing or planning. We need to come up with a solution to a particular problem, and often...",,2022-06-29 17:38:35,2022-06-29 17:38:35,2022-06-29 17:38:35,IFVXMF4V,book,,,Discovery Framing Techniques
https://www.youtube.com/watch?v=xyP3c8VWplM,product management; devops,"In my previous books, I’ve focused on principles and practices (e.g., Three Ways, Four Types of Work). However, I’ve always wanted to describe the spectrum of cultural, experiential and value decisions we make that either enable greatness or create chronic suffering and underperformance. They are currently as follows: • The First Ideal — Locality and Simplicity • The Second Ideal — Focus, Flow and Joy • The Third Ideal — Improvement of Daily Work • The Fourth Ideal — Psychological Safety • The Fifth Ideal — Customer Focus Gene Kim is a multiple award winning CTO, and DevOps researcher and author.  He has been researching high-performing technology organizations since 1999. He was founder and CTO of Tripwire, which commercialized the open source software he wrote in 1992 with Dr. Gene Spafford at Purdue University. He is the co-author of The DevOps Handbook, The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win, as well as The Visible Ops Handbook and The Security Visible Ops Handbook.   Gene’s area of passion is helping companies build super-tribes where Development, IT Operations, Product and Project Management, and Information Security simultaneously maximize throughput of features from “code complete” to “in production,” without causing chaos and disruption to the IT environment. He’s helped some of the largest Internet properties, such as Microsoft, Yahoo!, and AOL. He loves finding and fixing bottlenecks which impede and frustrate the entire organization, enabling management from each tribe to achieve the greater organizational goals. For more on YOW! Conference, visit http://www.yowconference.com.au",2020-02-09,2022-06-29 17:30:01,2022-06-29 17:30:01,2022-06-29 17:30:01,9SG7NYEH,videoRecording,2020,Skills Matter (Incorporating YOW! Conferences),YOW! 2019 - Gene Kim - The Unicorn Project And The Five Ideals
https://www.youtube.com/watch?v=RBuPlMTXuFc,product management; devops,"The Key to High Performance: What the Data Says Dr. Nicole Forsgren, Founder and CEO, DevOps Research and Assessment (DORA)  Over the past five years, the State of DevOps Report has shown how high-performing IT teams decisively outperform low-performing peers, deploying 200 times more frequently than low performers, with 2,555 times faster lead times, and one-third the change failure rate. The report has also investigated the effects of burnout, culture and employee engagement on organizational performance. Nicole Forsgren shares insights into the key leadership, technical, architectural, and product capabilities that drive these outcomes, drawn from the latest report. She also offers a summary of the trends uncovered over the last four years from the 23,000+ responses. DOES17 San Francisco DevOps Enterprise Summit https://events.itrevolution.com/us/",2017-11-15,2022-06-29 17:30:05,2022-06-29 17:30:05,2022-06-29 17:30:05,FZBJCY6M,videoRecording,2017,IT Revolution,The Key to High Performance: What the Data Says - Dr. Nicole Forsgren
https://medium.com/@msquinn/development-cadence-bf98b0e56906,product management; launch ,An object in motion stays in motion…,2019-06-25,2022-06-29 17:42:54,2022-06-29 17:42:54,2022-06-29 17:42:54,YAZD4MWE,blogPost,2019,"quinn, megan",Development Cadence
https://review.firstround.com/the-right-way-to-ship-software,product management; launch ,An open letter from a former Facebook and VMware engineering executive on how startups can best structure their release processes.,,2022-06-29 17:42:57,2022-06-29 17:42:57,2022-06-29 17:42:57,PNNDQ6R8,webpage,,,The Right Way to Ship Software
https://signalvnoise.com/posts/3931-putting-on-the-shipping-goggles,product management; launch ,"One of the biggest challenges of shipping a product is knowing when to put on the shipping goggles. 	The shipping goggles make you less sensitive to little nits and scrapes and things that might be able to be a little bit better, but really don’t need to be right now. Stuff that we could tweak, b…",,2022-06-29 17:43:00,2022-06-29 17:43:00,2022-06-29 17:43:00,7KRQHCCW,webpage,,,Putting on the shipping goggles
https://www.thisamericanlife.org/561/nummi-2015,product management; lean principles,A car plant in Fremont California that might have saved the U.S. car industry.,2015-07-17,2022-06-29 17:34:12,2022-06-29 17:34:12,2022-06-29 17:34:12,N23XGDD4,webpage,2015,,NUMMI (2015)
https://www.youtube.com/watch?v=TcbmRRy-vno&list=PLH1uIJtSQzG2VC-dg7a6vNwsWg-4zb_XH&index=17,product management; lean principles,,,2022-06-29 17:30:14,2022-06-29 17:30:14,2022-06-29 17:30:14,2HSKN9UF,webpage,,,Lean Enterprise • Jez Humble & Gary Gruver • GOTO 2014 - YouTube
https://www.ycombinator.com/blog/minimum-viable-product-process,product management; mvp ,"“You know that old saw about a plane flying from California to Hawaii being off course 99% of the time—but constantly correcting? The same is true of successful startups—except they may start out heading toward Alaska.” —-Evan Williams It’s the same story again and again. First, a team comes up with an idea. Next, they build a minimum viable product (MVP) as a proof of concept, spending a lot of time arguing about which features to include or exclude from the MVP. Finally, if the MVP works wel",,2022-06-29 17:43:03,2022-06-29 17:43:03,2022-06-29 17:43:03,ZG3LUJJA,webpage,,,"A Minimum Viable Product Is Not a Product, It's a Process"
https://tkmg.com/webinars/value-stream-mapping-how-to-visualize-work/,product management; opportunities; value stream map,"Value Stream Mapping is an essential organizational transformation tool that is often misunderstood and under-utilized. In this webinar, you’ll get an advance glimpse into Karen[...]",,2022-06-29 17:38:40,2022-06-29 17:38:40,2022-06-29 17:38:40,96KGEPDP,webpage,,,Value Stream Mapping: How to Visualize Work - TKMG Inc.
https://www.lean.org/lexicon-terms/value-stream-mapping/,product management; opportunities; value stream map,Value-stream mapping is diagraming every step in the material and information flows needed to deliver a product or service.,,2022-06-29 17:38:42,2022-06-29 17:38:42,2022-06-29 17:38:42,VGARJC79,blogPost,,,Value Stream Mapping Overview
https://www.youtube.com/watch?v=IpDyfQCoR00,product management; outcomes,Air Force veteran and Former Kessel Run Product Chief discusses why focusing on outputs leads to innovation disaster and how to turn your focus to outcomes instead.,2021-12-09,2022-06-29 17:35:35,2022-06-29 17:35:35,2022-06-29 17:35:35,D8TWP9NC,videoRecording,2021,Productable,Enemy #4: Outputs Over Outcomes
https://about.gitlab.com/handbook/engineering/ux/ux-research-training/write-strong-hypothesis/,product management; problem; hypothesis,A hypothesis is basically an assumption. It’s a statement about what you believe to be true today. It can be proven or disproven using research.,,2022-06-29 17:38:29,2022-06-29 17:38:29,2022-06-29 17:38:29,H6SR43BF,webpage,,,How to write a strong hypothesis
https://medium.com/agileinsider/forming-experimental-product-hypotheses-85b1d41541c4,product management; problem; hypothesis,An introduction to forming hypothesis statements for product experimentation.,2021-11-20,2022-06-29 17:38:27,2022-06-29 17:38:27,2022-06-29 17:38:27,9L5I4BU6,blogPost,2021,"Compston, Chris",Forming experimental product hypotheses
https://www.producttalk.org/2014/11/the-5-components-of-a-good-hypothesis/,product management; problem; hypothesis,Have you heard? My new book Continuous Discovery Habits is now available. Get the product trio's guide to a structured and sustainable approach to continuous discovery. Update: I’ve since revised this hypothesis format. You can find the most current version in this article: How to Improve Your Experiment Design (And Build Trust in Your Product […],2014-11-12,2022-06-29 17:38:33,2022-06-29 17:38:33,2022-06-29 17:38:33,SF484UC2,webpage,2014,"Torres, Teresa",The 5 Components of a Good Hypothesis
https://hbr.org/1965/11/exploit-the-product-life-cycle,product management; product lifecycle,Most alert and thoughtful senior marketing executives are by now familiar with the concept of the product life cycle. Even a handful of uniquely cosmopolitan and up-to-date corporate presidents have familiarized themselves with this tantalizing concept. Yet a recent survey I took of such executives found none who used the concept in any strategic way […],1965-11-01,2022-06-29 17:36:00,2022-06-29 17:36:00,2022-06-29 17:36:00,2SUBAKLQ,magazineArticle,1965,"Levitt, Theodore",Exploit the Product Life Cycle
https://about.gitlab.com/company/okrs/,product management; product objectives,OKRs stand for Objective-Key Results and are our quarterly objectives. OKRs are how to achieve the goal of the Key Performance Indicators KPIs.,,2022-06-29 17:38:45,2022-06-29 17:38:45,2022-06-29 17:38:45,H64RB42N,webpage,,,Objectives and Key Results (OKRs)
https://medium.com/startup-tools/okrs-5afdc298bc28,product management; product objectives,Goals served up in a fractal manner.,2018-11-12,2022-06-29 17:38:44,2022-06-29 17:38:44,2022-06-29 17:38:44,YJCPW48X,blogPost,2018,niket,OKRs
https://www.youtube.com/watch?v=L4N1q4RNi9I,product management; product objectives,"Our leaders and institutions are failing us, but it's not always because they're bad or unethical, says venture capitalist John Doerr -- often, it's simply because they're leading us toward the wrong objectives. In this practical talk, Doerr shows us how we can get back on track with ""Objectives and Key Results,"" or OKRs -- a goal-setting system that's been employed by the likes of Google, Intel and Bono to set and execute on audacious goals. Learn more about how setting the right goals can mean the difference between success and failure -- and how we can use OKRs to hold our leaders and ourselves accountable. Check out more TED Talks: http://www.ted.com The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. Follow TED on Twitter: http://www.twitter.com/TEDTalks Like TED on Facebook: https://www.facebook.com/TED Subscribe to our channel: https://www.youtube.com/TED",2018-07-02,2022-06-29 17:38:48,2022-06-29 17:38:48,2022-06-29 17:38:48,TET2TDVT,videoRecording,2018,TED,Why the secret to success is setting the right goals | John Doerr
https://a16z.com/2015/08/21/16-metrics/,product management; roadmap; metrics,"We have the privilege of meeting with thousands of entrepreneurs every year, and in the course of those discussions are presented with all kinds of numbers, measures, and metrics that illustrate the promise and health of a particular company. Sometimes, however, the metrics may not be the best gauge of what’s actually happening in the business, or people may use different definitions of the same metric in a way that makes it hard to understand the health of the business. So, while some of this may be obvious to many of you who live and breathe these metrics all day long, we compiled a list of the most common or confusing metrics. Where appropriate, we tried to add some notes on why investors focus on those metrics. Ultimately, though, good metrics aren’t about raising money from VCs -- they’re about running the business in a way where you know how and why certain things are working (or not), and can address or adjust accordingly. MORE",2015-08-22,2022-06-29 17:38:21,2022-06-29 17:38:21,2022-06-29 17:38:21,QETBXPNT,webpage,2015,"Jordan, Jeff; Hariharan, Anu; Chen, Frank; Kasireddy, Preethi",16 Startup Metrics
https://joshelman.medium.com/the-only-metric-that-matters-ab24a585b5ea,product management; roadmap; metrics,"I've been lucky to be part of the early growth of several really interesting and now important networks including LinkedIn, Facebook, and Twitter. One of the things that I felt working on each of…",2012-11-02,2022-06-29 17:38:13,2022-06-29 17:38:13,2022-06-29 17:38:13,EDBS8ALU,blogPost,2012,"Elman, Josh",The only metric that matters
https://medium.com/the-year-of-the-looking-glass/metrics-versus-experience-a9347d6b80b,product management; roadmap; metrics,"Some decades ago, if you wanted to build a great experience, you’d take a deep breath, close your eyes, and mutter a prayer to that oracle…",2017-01-06,2022-06-29 17:38:19,2022-06-29 17:38:19,2022-06-29 17:38:19,3WD5KENZ,blogPost,2017,"Zhuo, Julie",Metrics Versus Experience
https://melissaperri.com/blog/2017/02/15/product-roadmaps,product management; roadmap; metrics,"Product Roadmaps, in general, are confusing. The truth? Even the most experienced Product Managers still don’t have them fully figured out. Three years ago I wrote a blog post about  Rethinking the Product Roadmap , in which I advocated for a focus on solving customer problems instead of listing out",,2022-06-29 17:38:23,2022-06-29 17:38:23,2022-06-29 17:38:23,K9WPQEE8,webpage,,,Effective Product Roadmaps
https://www.sachinrekhi.com/a-leaders-guide-to-metrics-reviews,product management; roadmap; metrics,"Ada and I both had the privilege of working at two data-driven companies, LinkedIn and SurveyMonkey, led by two analytically rigorous leaders, Jeff Weiner, and the late Dave Goldberg. Those experien",,2022-06-29 17:38:06,2022-06-29 17:38:06,2022-06-29 17:38:06,T2MDZLYN,webpage,,,A Leader's Guide to Metrics Reviews
https://www.svpg.com/the-opportunity-backlog/,product management; roadmap; metrics,Our services support the product lifecycle,2012-07-23,2022-06-29 17:38:26,2022-06-29 17:38:26,2022-06-29 17:38:26,SA6LRABU,webpage,2012,,The Opportunity Backlog
https://www.youtube.com/watch?v=6DeWOrmvhRM,product management; secuirty ,,,2022-06-29 17:34:06,2022-06-29 17:34:06,2022-06-29 17:34:06,XUECKSPL,webpage,,,Adopting Continuous Delivery by Jez Humble - YouTube
https://www.svpg.com/stakeholder-management/,product management; stakeholder management,Our services support the product lifecycle,2013-04-30,2022-06-29 17:35:39,2022-06-29 17:35:39,2022-06-29 17:35:39,REA9F2HB,webpage,2013,,Stakeholder Management
https://500hats.com/niche-to-win-baby-934eba97f28c,product management; strategy ,"Abstract: Startups are more likely to find product/market fit by narrowing their target demographic, understanding customer needs/benefit better, and building more focused & differentiated products…",2015-12-21,2022-06-29 17:36:52,2022-06-29 17:36:52,2022-06-29 17:36:52,GKJR6JY9,webpage,2015,"McClure, Dave","Niche to Win, Baby."
https://a16z.com/2015/11/05/distribution-v-innovation/,product management; strategy ,The battle between every startup and incumbent comes down to whether the startup gets distribution before the incumbent gets innovation. MORE,2015-11-05,2022-06-29 17:36:46,2022-06-29 17:36:46,2022-06-29 17:36:46,E3W8D72G,webpage,2015,"Rampell, Alex",Distribution vs. Innovation
https://a16z.com/2017/06/09/distribution-model-sales-channels/,product management; strategy ,"“I’m into distribution, I’m like Atlantic I got them mutherfuckers flying’ cross the Atlantic” –Rick Ross, “Hustlin’“ When I ask new entrepreneurs what their distribution model will be, I often get answers like: “I don’t want to hire …",2017-06-09,2022-06-29 17:37:08,2022-06-29 17:37:08,2022-06-29 17:37:08,UXZPF7BP,webpage,2017,"Horowitz, Ben",Distribution
https://a16z.com/2019/09/11/platforms-verticals-unbundling/,product management; strategy ,"One of the holy grails in the newco world is to build out a digital platform that successfully serves the needs of a broad number of adjacent verticals, and become the definitive platform in its space. We know the now-canonical …",2019-09-11,2022-06-29 17:36:43,2022-06-29 17:36:43,2022-06-29 17:36:43,AYLB98TN,webpage,2019,"Jordan, Jeff; Coolican, D'Arcy",Platforms vs Verticals and the Next Great Unbundling
https://abovethecrowd.com/2011/05/24/all-revenue-is-not-created-equal-the-keys-to-the-10x-revenue-club/,product management; strategy ,"[Follow Me on Twitter] “ Don’t you know that you are a shooting star, And all the world will love you just as long, As long as you are.”  — Paul Rodgers, Shooting Star With the IPO market now blown wide-open, and the media completely infatuated with frothy trades in the bubbly late stage private market, it is common to see articles that reference both “ valuation ” and “ revenue ” and suggest that there is a correlation between the two. Calculating or qualifying potential valuation using the simplistic and crude tool of a revenue multiple (also known as the price/revenue or price/sales ratio) was quite [...]",2011-05-25,2022-06-29 17:37:10,2022-06-29 17:37:10,2022-06-29 17:37:10,3ZQW5ZSV,webpage,2011,bgurley,All Revenue is Not Created Equal: The Keys to the 10X Revenue Club
https://avc.com/2013/06/product-strategy-business-model/,product management; strategy ,"One of the mistakes I see entrepreneurs make is they move to business model before locking down strategy. The way I like to think about this is get the product right first, then lock down the strategy of the business, then figure out the business model. Getting product right means finding product market fit. It […]",2013-06-02,2022-06-29 17:37:03,2022-06-29 17:37:03,2022-06-29 17:37:03,IURS4BN3,blogPost,2013,,Product > Strategy > Business Model
https://blog.asmartbear.com/compete-on-profit.html,product management; strategy ,"A big, profitable company seems like the hardest thing for a small company to compete against. They have everything: money, brand, momentum, existing customers, press, product teams, distribution c…",2015-08-18,2022-06-29 17:36:49,2022-06-29 17:36:49,2022-06-29 17:36:49,V6NRQ9LU,webpage,2015,,"Why it’s nice to compete against a large, profitable company"
https://cdixon.org/2015/01/31/come-for-the-tool-stay-for-the-network,product management; strategy ,Chris Dixon's blog.,,2022-06-29 17:36:59,2022-06-29 17:36:59,2022-06-29 17:36:59,6UCK5379,webpage,,,"Come for the tool, stay for the network"
https://fictivekin.github.io/pmarchive-jekyll//guide_to_startups_part4,product management; strategy ,An archive of the best articles from Marc Andreessen’s now defunct blog,,2022-06-29 17:37:25,2022-06-29 17:37:25,2022-06-29 17:37:25,UCP2XBD3,webpage,,"Kin, Fictive",Pmarchive · The only thing that matters
https://melissaperri.com/blog/2016/07/14/what-is-good-product-strategy,product management; strategy ,"“What is your Product Strategy? YOU NEED A STRATEGY.” When I replay this scene in my head, I can hear the CTO very audibly yelling (slash pleading) with our product team. He was on edge. We had been experimenting towards a very concrete goal for two months, and had made a lot of progress. We had lea",,2022-06-29 17:36:54,2022-06-29 17:36:54,2022-06-29 17:36:54,88CMJYVQ,webpage,,,What is Good Product Strategy?
https://merci.medium.com/wtf-is-product-market-fit-8fd9df41c573,product management; strategy ,"Product/market is less intuitive than it should be. When founders ask me whether they’re ready to start a growth team, I often spend the…",2018-09-26,2022-06-29 17:37:22,2022-06-29 17:37:22,2022-06-29 17:37:22,CMMRK6MR,blogPost,2018,"Grace, Merci Victoria",How to tell if you have product/market fit
https://review.firstround.com/how-superhuman-built-an-engine-to-find-product-market-fit,product management; strategy ,"Superhuman founder and CEO Rahul Vohra walks us through the framework his startup used to make product/market fit more actionable, detailing the survey and four-step process that were key to measuring and optimizing it.",,2022-06-29 17:37:18,2022-06-29 17:37:18,2022-06-29 17:37:18,DI29T9Z9,webpage,,,Rahul Vohra Shares Superhuman's Product Market Fit Framework
